Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	01_01 Spectral Count	01_02 Spectral Count	02_01 Spectral Count	02_02 Spectral Count	01_01 Unique Spectral Count	01_02 Unique Spectral Count	02_01 Unique Spectral Count	02_02 Unique Spectral Count	01_01 Total Spectral Count	01_02 Total Spectral Count	02_01 Total Spectral Count	02_02 Total Spectral Count	01_01 Intensity	01_02 Intensity	02_01 Intensity	02_02 Intensity	01_01 Unique Intensity	01_02 Unique Intensity	02_01 Unique Intensity	02_02 Unique Intensity	01_01 Total Intensity	01_02 Total Intensity	02_01 Total Intensity	02_02 Total Intensity	01_01 MaxLFQ Intensity	01_02 MaxLFQ Intensity	02_01 MaxLFQ Intensity	02_02 MaxLFQ Intensity	01_01 MaxLFQ Unique Intensity	01_02 MaxLFQ Unique Intensity	02_01 MaxLFQ Unique Intensity	02_02 MaxLFQ Unique Intensity	01_01 MaxLFQ Total Intensity	01_02 MaxLFQ Total Intensity	02_01 MaxLFQ Total Intensity	02_02 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	56.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0000	0.9990	39	799	654	799	234	124	111	330	205	81	90	278	234	124	111	330	5.8086528E8	7.9283405E8	6.4085696E8	1.51356736E9	7.0601856E8	4.59669344E8	4.65007232E8	1.68572224E9	5.8086528E8	7.9283405E8	6.4085696E8	1.51356736E9	5.3920762E8	2.65038064E8	1.9790704E8	8.6708416E8	5.31134848E8	2.02121424E8	1.93863744E8	8.5189946E8	5.3920762E8	2.65038064E8	1.9790704E8	8.6708416E8	
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	66.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0000	0.9990	37	352	281	441	120	40	45	147	96	30	33	122	140	56	63	182	5.9335949E8	3.29702528E8	2.15814464E8	9.7797434E8	5.14805088E8	2.99424704E8	1.078564E8	8.6410816E8	5.27231104E8	6.2132403E8	3.91664192E8	9.7368954E8	2.60531296E8	1.94117264E8	1.00238936E8	4.33471616E8	2.44884992E8	2.08052464E8	8.4804624E7	4.40765408E8	3.10063872E8	2.38918864E8	1.27335464E8	5.10545184E8	
sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	590	58.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 5	1.0000	0.9990	36	221	188	260	67	30	29	95	55	28	26	79	81	32	35	112	9.6807688E7	7817225.0	6.9669816E7	1.12127064E8	6.0943856E7	1.0585499E7	6.9669816E7	7.4222168E7	2.90933856E8	3.6697912E7	1.75407936E8	4.43260896E8	6.1881356E7	1.2172394E7	3.46256E7	7.7529616E7	4.393214E7	9375730.0	2.4764062E7	5.1861616E7	2.09507584E8	3.9257616E7	1.3148888E8	2.8049184E8	
sp|P04259|K2C6B_HUMAN	P04259	K2C6B_HUMAN	KRT6B	564	45.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6B	1.0000	0.9990	25	66	8	191	25	1	18	22	3	0	3	2	57	38	33	63	5.6682188E7	8845507.0	2.5905264E7	5.9576204E7	2857629.5	0.0	1313276.9	2746955.0	3.10439712E8	4.5272276E7	1.33863328E8	4.63542016E8	3.6691384E7	8845507.0	2.6629538E7	3.4675772E7	1664164.2	0.0	1313276.9	1619921.9	2.0279336E8	4.949484E7	1.31847472E8	2.2921736E8	
sp|P02538|K2C6A_HUMAN	P02538	K2C6A_HUMAN	KRT6A	564	46.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6A	1.0000	0.9990	25	27	9	164	10	2	2	13	3	0	1	5	60	13	23	68	2.6786966E7	4236460.0	7609629.5	3.0637432E7	4076341.5	0.0	1926876.0	8266537.5	3.10439712E8	4.5272276E7	1.33863328E8	4.63542016E8	2.0193014E7	4236460.0	6420112.0	2.2193132E7	3506320.8	0.0	1926876.0	6255179.5	2.20625424E8	4.4959036E7	1.20407696E8	2.53983872E8	
sp|P19013|K2C4_HUMAN	P19013	K2C4_HUMAN	KRT4	520	40.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 4	1.0000	0.9990	15	32	32	66	12	0	0	20	12	0	0	20	21	7	7	31	1.2836428E7	0.0	0.0	8943736.0	1.2836428E7	0.0	0.0	8943736.0	2.34257904E8	3.515738E7	1.10055136E8	3.71820544E8	4632101.0	0.0	0.0	3977735.5	4632101.0	0.0	0.0	3977735.5	2.13352224E8	6.4121512E7	7.9381512E7	2.43128384E8	
sp|P12035|K2C3_HUMAN	P12035	K2C3_HUMAN	KRT3	628	24.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 3	1.0000	0.9990	12	11	3	72	4	0	0	7	1	0	0	2	27	3	9	33	5889761.0	0.0	0.0	4668130.0	619159.7	0.0	0.0	819462.4	2.5053912E8	3.3172102E7	1.0876076E8	3.927288E8	2788584.5	0.0	0.0	2797201.0	619159.7	0.0	0.0	819462.4	2.27506E8	4.7758432E7	8.7250744E7	2.78511968E8	
sp|O95678|K2C75_HUMAN	O95678	K2C75_HUMAN	KRT75	551	22.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 75	1.0000	0.9989	11	2	2	45	0	0	2	0	0	0	2	0	18	2	8	17	0.0	0.0	2738678.8	559062.1	0.0	0.0	2738678.8	559062.1	2.36536208E8	3.0277804E7	1.07958064E8	3.82100832E8	0.0	0.0	1191679.0	958884.0	0.0	0.0	1191679.0	958884.0	1.8471864E8	3.7695152E7	1.34061264E8	2.82850144E8	
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	42.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vimentin	1.0000	0.9990	12	28	20	29	13	0	2	13	12	0	1	7	14	0	2	13	6068331.0	0.0	1232966.2	5103600.5	6282601.0	0.0	1232966.2	4810448.0	6509578.0	0.0	1232966.2	5156659.5	3324554.2	0.0	1282563.5	2790597.0	3421449.0	0.0	1270343.5	2737651.5	3251887.8	0.0	1282563.5	2852955.5	
sp|Q7RTS7|K2C74_HUMAN	Q7RTS7	K2C74_HUMAN	KRT74	529	7.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 74	0.3387	0.9990	5	26	0	56	5	4	8	9	0	0	0	0	17	6	14	19	1514071.6	5224873.0	8184055.0	2530745.2	0.0	0.0	0.0	0.0	2.31788128E8	3.5502676E7	1.1614212E8	3.74490144E8	1514071.6	5224873.0	8184055.0	2530745.2	0.0	0.0	0.0	0.0	1.52296016E8	4.6929576E7	1.4336936E8	2.5767032E8	sp|Q86Y46|K2C73_HUMAN
sp|P04439|HLAA_HUMAN	P04439	HLAA_HUMAN	HLA-A	365	33.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, A alpha chain	1.0000	0.9990	5	15	2	15	6	1	1	7	1	0	0	1	6	1	1	7	2.7440746E7	4350774.5	259124.48	2369625.0	2021571.1	0.0	0.0	1104917.6	2.7440746E7	4350774.5	259124.48	2369625.0	8789919.0	5398192.5	376974.1	1485306.6	2021571.1	0.0	0.0	1104917.6	8789919.0	5398192.5	376974.1	1485306.6	
sp|P10321|HLAC_HUMAN	P10321	HLAC_HUMAN	HLA-C	366	26.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, C alpha chain	0.9999	0.9990	5	11	1	14	6	0	0	5	0	0	0	1	8	0	1	5	4151001.8	0.0	0.0	2335456.0	0.0	0.0	0.0	0.0	1.1182277E7	0.0	259124.48	3116038.0	1896322.4	0.0	0.0	1734536.1	0.0	0.0	0.0	0.0	5023849.5	0.0	301612.47	1663491.4	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	38.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0000	0.9990	11	138	125	138	34	30	34	40	31	26	32	36	34	30	34	40	4.53829E7	1.06157856E8	5.8151016E7	6.918924E7	5.6542856E7	6.2178856E7	5.846586E7	7.712888E7	4.53829E7	1.06157856E8	5.8151016E7	6.918924E7	2.3464104E7	6.0862156E7	3.3334286E7	3.3880908E7	2.6610464E7	4.965584E7	2.8781568E7	3.3914204E7	2.3464104E7	6.0862156E7	3.3334286E7	3.3880908E7	
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	16.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain	1.0000	0.9990	4	18	18	31	6	4	3	5	6	4	3	5	9	8	5	9	6338011.0	6754943.0	1775173.5	5465723.5	6338011.0	6754943.0	1775173.5	5465723.5	1.323496E7	4.9675748E7	2.1308084E7	8787055.0	2475555.5	2819608.5	1490468.5	2445180.2	2475555.5	2819608.5	1490468.5	2445180.2	1.4345558E7	1.7860066E7	9417431.0	1.2869832E7	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	38.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A2	1.0000	0.9990	7	14	2	14	6	0	2	6	1	0	0	1	6	0	2	6	2649848.0	0.0	550283.94	2419192.0	818230.6	0.0	0.0	698004.6	2649848.0	0.0	550283.94	2419192.0	1041899.3	0.0	550283.94	937784.75	818230.6	0.0	0.0	698004.6	1041899.3	0.0	550283.94	937784.75	
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	22.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0000	0.9989	4	4	1	15	3	0	0	1	1	0	0	0	11	0	0	4	1283107.6	0.0	0.0	165363.72	1083540.9	0.0	0.0	0.0	2414460.2	0.0	0.0	1320867.5	465034.44	0.0	0.0	385301.25	0.0	0.0	0.0	0.0	1192071.0	0.0	0.0	1096647.8	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	18.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	0.9989	0.9980	2	2	2	4	1	0	0	1	1	0	0	1	2	0	0	2	1957071.5	0.0	0.0	1180075.8	1957071.5	0.0	0.0	1180075.8	2156638.2	0.0	0.0	1345439.5	1957071.5	0.0	0.0	1180075.8	1957071.5	0.0	0.0	1180075.8	1807574.5	0.0	0.0	1277675.0	
sp|P08253|MMP2_HUMAN	P08253	MMP2_HUMAN	MMP2	660	30.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	72 kDa type IV collagenase	1.0000	0.9990	10	41	41	41	19	3	2	17	19	3	2	17	19	3	2	17	2.2380784E7	541431.25	541182.7	1.7508274E7	2.2380784E7	541431.25	541182.7	1.7508274E7	2.2380784E7	541431.25	541182.7	1.7508274E7	7706099.0	633687.6	541182.7	6362831.0	7706099.0	633687.6	541182.7	6362831.0	7706099.0	633687.6	541182.7	6362831.0	
sp|P08637|FCG3A_HUMAN	P08637	FCG3A_HUMAN	FCGR3A	254	7.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Low affinity immunoglobulin gamma Fc region receptor III-A	1.0000	0.9990	2	14	10	14	3	4	3	4	2	4	2	2	3	4	3	4	4.025492E7	5031264.0	754284.7	2.718631E7	3.8591948E7	5031264.0	0.0	2.5567068E7	4.025492E7	5031264.0	754284.7	2.718631E7	1.6712825E7	2030738.6	6584703.5	1.228391E7	3.123379E7	3554483.2	0.0	2.013981E7	1.6712825E7	2030738.6	6584703.5	1.228391E7	
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	49.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyubiquitin-B	1.0000	0.9990	3	57	0	57	27	0	8	22	0	0	0	0	27	0	8	22	4572898.0	301019.6	2071580.5	6138123.0	0.0	0.0	0.0	0.0	4572898.0	301019.6	2071580.5	6138123.0	2674642.5	301019.6	1745331.9	4794926.5	0.0	0.0	0.0	0.0	2674642.5	301019.6	1745331.9	4794926.5	sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	24.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1A	1.0000	0.9990	8	3	0	41	3	0	0	0	0	0	0	0	24	1	1	15	540390.2	0.0	0.0	108891.63	0.0	0.0	0.0	0.0	6119342.0	428325.47	1036041.1	5743392.0	540390.2	0.0	0.0	108891.63	0.0	0.0	0.0	0.0	1702009.0	783357.8	1894799.6	1933012.9	sp|P0DMV9|HS71B_HUMAN
sp|P34931|HS71L_HUMAN	P34931	HS71L_HUMAN	HSPA1L	641	30.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1-like	0.9999	0.9990	8	30	0	42	19	0	0	11	0	0	0	0	21	1	1	19	5958973.0	0.0	0.0	5854798.0	0.0	0.0	0.0	0.0	6119342.0	428325.47	1036041.1	5743392.0	2843593.8	0.0	0.0	3869916.5	0.0	0.0	0.0	0.0	1663958.6	783357.8	1894799.6	1977215.8	
sp|P0DOY2|IGLC2_HUMAN	P0DOY2	IGLC2_HUMAN	IGLC2	106	69.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda constant 2	1.0000	0.9990	6	316	0	316	54	52	121	89	0	0	0	0	54	52	121	89	1.35231757E9	8.8855424E8	4.78873728E8	1.30200922E9	0.0	0.0	0.0	0.0	1.35231757E9	8.8855424E8	4.78873728E8	1.30200922E9	5.17033824E8	9.873257E8	1.05864179E9	6.9247814E8	0.0	0.0	0.0	0.0	5.17033824E8	9.873257E8	1.05864179E9	6.9247814E8	sp|P0DOY3|IGLC3_HUMAN
sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	IGLL5	214	46.30	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Immunoglobulin lambda-like polypeptide 5	1.0000	0.9990	7	128	36	187	28	25	30	45	11	6	6	13	40	39	49	59	3.35531616E8	1.5513817E7	1354344.6	1.82183952E8	3.32944224E8	1.1394221E7	640664.06	1.81144496E8	1.68180378E9	8.9480358E8	4.139248E8	1.47840282E9	8.4869352E7	2.4407094E7	3024981.0	7.8270032E7	3.32944224E8	1.1394221E7	640664.06	1.81144496E8	1.0089593E9	1.00376077E9	3.5255936E8	1.04808954E9	
sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	IGLC7	106	50.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda constant 7	1.0000	0.9990	3	1	1	270	0	0	1	0	0	0	1	0	42	47	107	74	0.0	0.0	749087.0	0.0	0.0	0.0	749087.0	0.0	5286154.0	1.2940645E7	8.0989696E7	9441856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2882660.2	1.2661957E7	3.2882236E7	6999286.5	
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	71.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmodulin-1	1.0000	0.9990	8	59	0	59	26	7	6	20	0	0	0	0	26	7	6	20	4.4771068E7	178359.75	412900.6	3.6402988E7	0.0	0.0	0.0	0.0	4.4771068E7	178359.75	412900.6	3.6402988E7	2.3184988E7	201168.81	465703.28	1.8608654E7	0.0	0.0	0.0	0.0	2.3184988E7	201168.81	465703.28	1.8608654E7	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P27482|CALL3_HUMAN	P27482	CALL3_HUMAN	CALML3	149	49.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmodulin-like protein 3	1.0000	0.9990	3	15	15	20	8	0	0	7	8	0	0	7	10	1	0	9	1970355.6	0.0	0.0	1392703.5	1970355.6	0.0	0.0	1392703.5	2.1141602E7	0.0	0.0	2.4547954E7	1970355.6	0.0	0.0	1392703.5	1970355.6	0.0	0.0	1392703.5	2.0476626E7	0.0	0.0	1.8032572E7	
sp|P10643|CO7_HUMAN	P10643	CO7_HUMAN	C7	843	42.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement component C7	1.0000	0.9990	25	208	206	208	80	15	54	59	80	15	53	58	80	15	54	59	7.5553464E7	2.7962796E7	2.0311068E7	1.1750368E8	7.5553464E7	2.7962796E7	2.0311068E7	1.1750368E8	7.5553464E7	2.7962796E7	2.0311068E7	1.1750368E8	6.9838216E7	2.6595118E7	2.0388254E7	5.4901304E7	7.0014096E7	2.6595118E7	2.0388254E7	5.4763388E7	6.9838216E7	2.6595118E7	2.0388254E7	5.4901304E7	
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	53.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0000	0.9990	25	562	315	572	176	71	90	225	91	59	50	115	180	71	92	229	5.5810138E8	3.932436E7	3.7574548E7	8.4263328E8	5.5810138E8	3.932436E7	3.7574548E7	8.4263328E8	6.9104333E8	1.39981072E8	850940.0	1.12732109E9	1.87068704E8	1.23736456E8	6.8677176E7	3.62544288E8	1.86286016E8	1.0443784E8	4.980128E7	3.60563648E8	2.29493392E8	1.58443952E8	8.1277056E7	4.4709408E8	
sp|P14207|FOLR2_HUMAN	P14207	FOLR2_HUMAN	FOLR2	255	50.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Folate receptor beta	1.0000	0.9990	7	29	20	29	16	0	2	11	11	0	0	9	16	0	2	11	1.2403593E7	0.0	0.0	7723506.5	1.2734019E7	0.0	0.0	6607723.5	1.2403593E7	0.0	0.0	7723506.5	2028902.6	490749.9	1163261.1	2101138.2	6293105.0	0.0	0.0	4617371.0	2028902.6	490749.9	1163261.1	2101138.2	
sp|P18669|PGAM1_HUMAN	P18669	PGAM1_HUMAN	PGAM1	254	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoglycerate mutase 1	1.0000	0.9988	2	4	1	4	3	0	1	0	1	0	0	0	3	0	1	0	3294848.2	0.0	0.0	0.0	2812881.0	0.0	0.0	0.0	3294848.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P22105|TENX_HUMAN	P22105	TENX_HUMAN	TNXB	4244	24.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tenascin-X	1.0000	0.9990	23	71	53	71	27	2	14	28	21	1	8	23	27	2	14	28	2.7214836E7	3428392.2	2924050.5	1.0742313E7	2.125664E7	3194786.5	1180919.8	8520547.0	2.7214836E7	3428392.2	2924050.5	1.0742313E7	5590166.0	2751125.5	2603498.8	5817188.0	4693018.0	2634292.8	2093782.9	4330364.0	5590166.0	2751125.5	2603498.8	5817188.0	
sp|P23083|HV102_HUMAN	P23083	HV102_HUMAN	IGHV1-2	117	22.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-2	1.0000	0.9990	3	13	3	13	7	1	2	3	2	0	0	1	7	1	2	3	1.0950553E7	3909119.2	1124045.8	2932208.0	5449112.5	0.0	0.0	1165174.5	1.0950553E7	3909119.2	1124045.8	2932208.0	5981718.5	3909119.2	1124045.8	1698608.9	5200463.5	0.0	0.0	1165174.5	5981718.5	3909119.2	1124045.8	1698608.9	
sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	166	25.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cofilin-1	1.0000	0.9990	2	5	3	5	2	0	0	3	1	0	0	2	2	0	0	3	826868.5	0.0	0.0	1528953.0	826868.5	0.0	0.0	865959.9	826868.5	0.0	0.0	1528953.0	826868.5	0.0	0.0	865959.9	826868.5	0.0	0.0	865959.9	826868.5	0.0	0.0	865959.9	
sp|P31151|S10A7_HUMAN	P31151	S10A7_HUMAN	S100A7	101	52.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A7	1.0000	0.9990	2	6	3	6	2	0	0	4	2	0	0	1	2	0	0	4	846717.0	0.0	0.0	4712793.5	846717.0	0.0	0.0	3595002.2	846717.0	0.0	0.0	4712793.5	846717.0	0.0	0.0	3595002.2	846717.0	0.0	0.0	3595002.2	846717.0	0.0	0.0	3595002.2	
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	12.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin-9	1.0000	0.9976	2	3	0	3	1	1	0	1	0	0	0	0	1	1	0	1	637825.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	637825.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50993|AT1A2_HUMAN	P50993	AT1A2_HUMAN	ATP1A2	1020	19.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-2	1.0000	0.9990	8	37	9	37	14	5	6	12	3	1	2	3	14	5	6	12	4129434.0	1801630.6	1275961.8	5924089.5	2269790.8	1801630.6	1275961.8	2185847.2	4129434.0	1801630.6	1275961.8	5924089.5	2425662.5	3908567.8	2541417.2	2612754.0	1147011.0	1813290.2	1284219.4	1092020.1	2425662.5	3908567.8	2541417.2	2612754.0	
sp|P13637|AT1A3_HUMAN	P13637	AT1A3_HUMAN	ATP1A3	1013	20.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-3	1.0000	0.9990	8	12	7	36	4	0	3	5	3	0	1	3	12	4	7	13	4567968.5	0.0	648029.94	3610466.0	1171659.4	0.0	0.0	1094151.9	6502846.5	0.0	648029.94	7067944.0	3267798.2	0.0	648029.94	2615271.8	1171659.4	0.0	0.0	1094151.9	2664599.8	0.0	862631.56	3310582.8	
sp|P54727|RD23B_HUMAN	P54727	RD23B_HUMAN	RAD23B	409	24.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog B	1.0000	0.9983	6	11	5	11	5	1	1	4	2	0	0	3	5	1	1	4	6519567.0	1748595.5	1774724.9	5552250.0	3041612.8	0.0	0.0	1375539.0	6519567.0	1748595.5	1774724.9	5552250.0	5440025.0	1748595.5	1774724.9	5048229.0	1204147.6	0.0	0.0	1870398.9	5440025.0	1748595.5	1774724.9	5048229.0	
sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	919	20.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Puromycin-sensitive aminopeptidase	1.0000	0.9990	6	21	5	21	10	0	3	8	3	0	1	1	10	0	3	8	7533395.5	0.0	0.0	5173497.0	1925744.5	0.0	439463.56	0.0	7533395.5	0.0	0.0	5173497.0	2243327.5	0.0	2797253.2	1684974.4	744636.25	0.0	928546.4	0.0	2243327.5	0.0	2797253.2	1684974.4	
sp|P60983|GMFB_HUMAN	P60983	GMFB_HUMAN	GMFB	142	30.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glia maturation factor beta	1.0000	0.9989	4	7	4	7	4	1	0	2	3	0	0	1	4	1	0	2	3926900.0	754932.3	0.0	2905765.2	3134953.8	0.0	0.0	1978379.0	3926900.0	754932.3	0.0	2905765.2	1590787.4	889500.4	0.0	1092711.0	1587607.9	0.0	0.0	1290067.0	1590787.4	889500.4	0.0	1092711.0	
sp|P62736|ACTA_HUMAN	P62736	ACTA_HUMAN	ACTA2	377	52.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, aortic smooth muscle	1.0000	0.9990	13	13	0	95	8	0	0	5	0	0	0	0	52	3	3	37	1.6790604E7	0.0	0.0	1.2132754E7	0.0	0.0	0.0	0.0	5.7924436E7	1299408.9	1359606.2	3.5679384E7	1.3768037E7	0.0	0.0	1.0480375E7	0.0	0.0	0.0	0.0	1.7907892E7	3792613.5	2193156.2	1.0599728E7	sp|P68032|ACTC_HUMAN, sp|P68133|ACTS_HUMAN
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	43.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0000	0.9990	12	135	8	135	67	6	9	53	5	0	2	1	67	6	9	53	1.64004848E8	5572558.5	2368690.8	6.8665496E7	519928.25	0.0	0.0	0.0	1.64004848E8	5572558.5	2368690.8	6.8665496E7	5.5528156E7	5874143.5	5478865.0	1.569198E7	0.0	0.0	0.0	0.0	5.5528156E7	5874143.5	5478865.0	1.569198E7	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	37.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0000	0.9990	6	23	21	23	12	1	2	8	11	1	2	7	12	1	2	8	6321118.5	6897937.0	1254178.4	2742724.0	6321118.5	6897937.0	1254178.4	2742724.0	6321118.5	6897937.0	1254178.4	2742724.0	3697463.2	4248597.0	765595.6	1737137.4	3697463.2	4248597.0	765595.6	1737137.4	3697463.2	4248597.0	765595.6	1737137.4	
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	26.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-4 chain	1.0000	0.9990	3	9	2	9	5	0	0	4	2	0	0	0	5	0	0	4	1598921.0	0.0	0.0	1867582.0	488610.66	0.0	0.0	0.0	1598921.0	0.0	0.0	1867582.0	1185839.4	0.0	0.0	931775.3	0.0	0.0	0.0	0.0	1185839.4	0.0	0.0	931775.3	
sp|P06753|TPM3_HUMAN	P06753	TPM3_HUMAN	TPM3	285	24.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-3 chain	0.9999	0.9987	3	1	1	8	1	0	0	0	1	0	0	0	4	0	0	4	372985.4	0.0	0.0	0.0	372985.4	0.0	0.0	0.0	1483295.8	0.0	0.0	1867582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1185839.4	0.0	0.0	931775.3	
sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA2	142	29.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit alpha	1.0000	0.9990	5	77	74	77	28	5	24	20	27	5	24	18	28	5	24	20	2.79448512E8	7.8303312E7	6.7865552E7	2.93293312E8	2.79448512E8	7.8303312E7	6.7865552E7	2.93293312E8	2.79448512E8	7.8303312E7	6.7865552E7	2.93293312E8	1.38828144E8	5.8750284E7	6.914644E7	1.35887744E8	1.34599536E8	5.8750284E7	6.914644E7	1.40156832E8	1.38828144E8	5.8750284E7	6.914644E7	1.35887744E8	
sp|P78324|SHPS1_HUMAN	P78324	SHPS1_HUMAN	SIRPA	504	38.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type substrate 1	1.0000	0.9990	16	378	280	378	80	127	96	75	54	104	72	50	80	127	96	75	8534987.0	6.9107174E8	1.04261414E9	2.8640208E8	8534987.0	6.9107174E8	1.04261414E9	2.8640208E8	8534987.0	6.9107174E8	1.04261414E9	2.8640208E8	2.36907184E8	5.4208646E8	2.3273264E8	2.88160896E8	2.22501504E8	3.56647072E8	1.0075172E8	2.69107328E8	2.36907184E8	5.4208646E8	2.3273264E8	2.88160896E8	
